"line","venue_name","city_label","decision","reason"
"403","La Martina","Tarancón","use:ve_3484b4a555","use: same city and same latest Michelin category; one name contains the other"
"405","Granero","Quintanar de la Orden","use:ve_36e4d8e532","use: same city and same latest Michelin category; one name contains the other"
"406","Aureum by Picualia","Bailén","use:ve_e02328caa2","use: same city and same latest Michelin category; one name contains the other"
"410","Los Sentidos","Linares","use:ve_7e4f5458d5","use: same city and same latest Michelin category; one name contains the other"
"411","Canteré","Hecho","use:ve_4db3364734","use: same city and same latest Michelin category; one name contains the other"
"412","Cantina La Estación","Úbeda","use:ve_e97ac3b413","use: same city and same latest Michelin category; one name contains the other"
"413","Mesón Nelia","Villalba de la Sierra","use:ve_6a355f42a6","Mesón Nelia = ""Casa Rural Nelia""; the only Bib in the town. MEDIUM: the old name is the guesthouse"
"415","Olea Comedor","Cuenca","use:ve_e988c08380","use: same city and same latest Michelin category; one name contains the other"
"416","Albidaya","Granada","use:ve_470435dccb","use: same city and same latest Michelin category; one name contains the other"
"417","La Rebotica","Cariñena","use:ve_233d852ec9","use: same city and same latest Michelin category; one name contains the other"
"418","La Cantina de Diego","Monachil","use:ve_b1d1c4f795","use: same city and same latest Michelin category; one name contains the other"
"420","Lavedán","Tramacastilla de Tena","use:ve_537a7ddb48","use: same city and same latest Michelin category; one name contains the other"
"421","El Origen","Huesca","use:ve_2dc378f0b9","use: same city and same latest Michelin category; one name contains the other"
"422","La Oveja Negra","Barbastro","use:ve_c174212b8d","use: same city and same latest Michelin category; one name contains the other"
"423","Casa Chongastán","Chía","use:ve_eebe70138a","Casa Chongastán = ""Restaurante Chongastán""; same town, Bib"
"425","El Yantar La Cocina de Pilar","Requena","use:ve_1bf69eddeb","use: same city and same latest Michelin category; one name contains the other"
"427","Existe","Puertomingalvo","use:ve_d0c2e91b3f","use: same city and same latest Michelin category; one name contains the other"
"428","Pinea","Ayora","use:ve_4d216aa9a3","use: same city and same latest Michelin category; one name contains the other"
"430","Daluan","Morella","use:ve_64b075df6a","use: same city and same latest Michelin category; one name contains the other"
"433","La Farola","Altura","use:ve_488c4c0d84","use: same city and same latest Michelin category; one name contains the other"
"434","Huerto Martínez","Cheste","use:ve_fa8ae8e487","use: same city and same latest Michelin category; one name contains the other"
"439","Antoni Rubies","Artesa de Lleida","use:ve_43c736cc3c","use: same city and same latest Michelin category; one name contains the other"
"440","El Racó de Pere i Pepa","El Pinós","use:ve_ebc0bf6eed","El Racó de Pere i Pepa = ""Restaurant El Racó Pere i Pepa""; same town, Bib"
"441","2 Estaciones","Valencia","use:ve_65728feda5","2 Estaciones = ""Dos Estaciones""; same city, Bib"
"443","Bistró Amunt","Ulldecona","use:ve_56773ac9de","Bistró Amunt = ""Espai Amunt - L’Antic Molí Restaurant""; the only free Bib in Ulldecona. MEDIUM"
"444","Napicol","Meliana","use:ve_8dfe07504b","use: same city and same latest Michelin category; one name contains the other"
"446","Elías","Xinorlet","use:ve_9492114de0","use: same city and same latest Michelin category; one name contains the other"
"448","IZAKAYA Tasca Japonesa","Castelló de la Plana","use:ve_ee3e68a950","IZAKAYA Tasca Japonesa = ""Irasshai Izakaya Castellón Tasca Japonesa""; same city, Bib"
"449","Lo Ponts","Ponts","use:ve_5f54e1c027","use: same city and same latest Michelin category; one name contains the other"
"450","Cami·Vell","Alzira","use:ve_ac8b19e375","use: same city and same latest Michelin category; one name contains the other"
"454","Brots","Poboleda","use:ve_f2372732b5","use: same city and same latest Michelin category; one name contains the other"
"455","Casa el Tio David","Alfafara","use:ve_071eda71ef","use: same city and same latest Michelin category; one name contains the other"
"456","Pau","Benicarló","use:ve_69be560fc8","use: same city and same latest Michelin category; one name contains the other. The old name is a street address (Carrer de la Pau)"
"457","L'Algadir del Delta","Amposta","use:ve_639715ab8b","use: same city and same latest Michelin category; one name contains the other"
"458","Natxo Sellés","Cocentaina","use:ve_8a74182a3c","use: same city and same latest Michelin category; one name contains the other"
"459","Frisone","Elche","use:ve_1080fb62d5","use: same city and same latest Michelin category; one name contains the other"
"460","El Buey","Almoradí","use:ve_3bb4d750de","use: same city and same latest Michelin category; one name contains the other"
"462","Hostal Colomí","Santa Coloma de Queralt","use:ve_e0ef421a90","use: same city and same latest Michelin category; one name contains the other"
"463","Alba","Alacant","use:ve_b016b34618","use: same city and same latest Michelin category; one name contains the other"
"466","Komfort","Calp","use:ve_48e73db2bc","use: same city and same latest Michelin category; one name contains the other"
"469","Urbisol","Calders","use:ve_7ba5ec37fb","use: same city and same latest Michelin category; one name contains the other"
"471","Vapor Gastronòmic","Terrassa","use:ve_e0a19f4dc2","use: same city and same latest Michelin category; one name contains the other"
"473","Garbí","Castellar del Vallès","use:ve_205a51b62b","use: same city and same latest Michelin category; one name contains the other"
"474","Can Ferrán","Sant Quirze del Vallès","use:ve_07a7af9e2a","use: same city and same latest Michelin category; one name contains the other"
"475","Saó","Barcelona","use:ve_54b47dbca3","use: same city and same latest Michelin category; one name contains the other"
"476","Oníric","Barcelona","use:ve_ce28552d0e","use: same city and same latest Michelin category; one name contains the other"
"477","Avenir","Barcelona","use:ve_9bbd3178c2","use: same city and same latest Michelin category; one name contains the other"
"478","Cruix","Barcelona","use:ve_a534a23d6b","use: same city and same latest Michelin category; one name contains the other"
"481","Els Caçadors","Maçanet de Cabrenys","use:ve_56d256a1ad","use: same city and same latest Michelin category; one name contains the other"
"482","Bardeni-Caldeni","Barcelona","use:ve_981ef9111e","Bardeni-Caldeni = ""Bardeni el meatbar - Caldeni""; same city, Bib"
"485","Dos Cuiners","Mataró","use:ve_ed84fca322","use: same city and same latest Michelin category; one name contains the other"
"491","Ca'n Boqueta","Sóller","use:ve_8aee24e82c","use: same city and same latest Michelin category; one name contains the other"
